municipio,ano,cor,populacao
Cosmópolis,2010,Preta,3790
Cosmorama,2010,Preta,140
Cotia,2010,Preta,11532
Cravinhos,2010,Preta,1543
Cristais Paulista,2010,Preta,428
Cruzália,2010,Preta,43
Cruzeiro,2010,Preta,4301
Cubatão,2010,Preta,9197
Cunha,2010,Preta,557
Descalvado,2010,Preta,1027
Diadema,2010,Preta,30199
Dirce Reis,2010,Preta,44
Divinolândia,2010,Preta,250
Dobrada,2010,Preta,374
Dois Córregos,2010,Preta,994
Dolcinópolis,2010,Preta,75
Dourado,2010,Preta,464
Dracena,2010,Preta,1210
Duartina,2010,Preta,387
Dumont,2010,Preta,277
Echaporã,2010,Preta,189
Eldorado,2010,Preta,1677
Elias Fausto,2010,Preta,755
Elisiário,2010,Preta,125
Embaúba,2010,Preta,46
Embu das Artes,2010,Preta,20585
Embu-Guaçu,2010,Preta,3375
Emilianópolis,2010,Preta,99
Engenheiro Coelho,2010,Preta,861
Espírito Santo do Pinhal,2010,Preta,1836
Espírito Santo do Turvo,2010,Preta,145
Estrela d'Oeste,2010,Preta,190
Estrela do Norte,2010,Preta,111
Euclides da Cunha Paulista,2010,Preta,483
Fartura,2010,Preta,370
Fernandópolis,2010,Preta,1749
Fernando Prestes,2010,Preta,113
Fernão,2010,Preta,23
Ferraz de Vasconcelos,2010,Preta,13721
Flora Rica,2010,Preta,91
Floreal,2010,Preta,92
Flórida Paulista,2010,Preta,483
Florínea,2010,Preta,125
Franca,2010,Preta,19465
Francisco Morato,2010,Preta,13037
Franco da Rocha,2010,Preta,9840
Gabriel Monteiro,2010,Preta,55
Gália,2010,Preta,368
Garça,2010,Preta,2506
Gastão Vidigal,2010,Preta,120
Gavião Peixoto,2010,Preta,321
General Salgado,2010,Preta,385
Getulina,2010,Preta,573
Glicério,2010,Preta,210
Guaiçara,2010,Preta,485
Guaimbê,2010,Preta,341
Guaíra,2010,Preta,2197
Guapiaçu,2010,Preta,593
Guapiara,2010,Preta,171
Guará,2010,Preta,2295
Guaraçaí,2010,Preta,325
Guaraci,2010,Preta,595
Guarani d'Oeste,2010,Preta,35
Guarantã,2010,Preta,199
Guararapes,2010,Preta,1100
Guararema,2010,Preta,1214
Guaratinguetá,2010,Preta,4603
Guareí,2010,Preta,548
Guariba,2010,Preta,2326
Guarujá,2010,Preta,19444
Guarulhos,2010,Preta,76757
Guatapará,2010,Preta,374
Guzolândia,2010,Preta,130
Herculândia,2010,Preta,352
Holambra,2010,Preta,394
Hortolândia,2010,Preta,13433
Iacanga,2010,Preta,358
Iacri,2010,Preta,157
Iaras,2010,Preta,443
Ibaté,2010,Preta,1539
Ibirá,2010,Preta,144
Ibirarema,2010,Preta,229
Ibitinga,2010,Preta,1601
Ibiúna,2010,Preta,2070
Icém,2010,Preta,467
Iepê,2010,Preta,203
Igaraçu do Tietê,2010,Preta,1416
Igarapava,2010,Preta,1876
Igaratá,2010,Preta,341
Iguape,2010,Preta,1002
Ilhabela,2010,Preta,1429
Ilha Comprida,2010,Preta,457
Ilha Solteira,2010,Preta,1121
Indaiatuba,2010,Preta,8877
Indiana,2010,Preta,190
Indiaporã,2010,Preta,155
Inúbia Paulista,2010,Preta,109
Ipaussu,2010,Preta,682
Iperó,2010,Preta,1795
Ipeúna,2010,Preta,310
Ipiguá,2010,Preta,127
Iporanga,2010,Preta,446
Ipuã,2010,Preta,601
Iracemápolis,2010,Preta,917
Irapuã,2010,Preta,222
Irapuru,2010,Preta,500
Itaberá,2010,Preta,318
Itaí,2010,Preta,936
Itajobi,2010,Preta,312
Itaju,2010,Preta,108
Itanhaém,2010,Preta,4355
Itaoca,2010,Preta,128
Itapecerica da Serra,2010,Preta,10736
Itapetininga,2010,Preta,3510
Itapeva,2010,Preta,1836
Itapevi,2010,Preta,16379
Itapira,2010,Preta,2786
Itapirapuã Paulista,2010,Preta,61
Itápolis,2010,Preta,1207
Itaporanga,2010,Preta,330
Itapuí,2010,Preta,661
Itapura,2010,Preta,291
Itaquaquecetuba,2010,Preta,24049
Itararé,2010,Preta,879
Itariri,2010,Preta,1016
Itatiba,2010,Preta,4511
Itatinga,2010,Preta,630
Itirapina,2010,Preta,861
Itirapuã,2010,Preta,386
Itobi,2010,Preta,641
Itu,2010,Preta,6990
Itupeva,2010,Preta,1921
Ituverava,2010,Preta,2213
Jaborandi,2010,Preta,438
Jaboticabal,2010,Preta,3628
Jacareí,2010,Preta,10160
Jaci,2010,Preta,127
Jacupiranga,2010,Preta,498
Jaguariúna,2010,Preta,1544
Jales,2010,Preta,1238
Jambeiro,2010,Preta,162
Jandira,2010,Preta,7783
Jardinópolis,2010,Preta,1987
Jarinu,2010,Preta,1036
Jaú,2010,Preta,6571
Jeriquara,2010,Preta,293
Joanópolis,2010,Preta,295
João Ramalho,2010,Preta,268
José Bonifácio,2010,Preta,904
Júlio Mesquita,2010,Preta,182
Jumirim,2010,Preta,127
Jundiaí,2010,Preta,14160
Junqueirópolis,2010,Preta,704
Juquiá,2010,Preta,724
Juquitiba,2010,Preta,1081
Lagoinha,2010,Preta,140
Laranjal Paulista,2010,Preta,1060
Lavínia,2010,Preta,671
Lavrinhas,2010,Preta,276
Leme,2010,Preta,3915
Lençóis Paulista,2010,Preta,2093
Limeira,2010,Preta,14844
Lindóia,2010,Preta,241
Lins,2010,Preta,4384
Lorena,2010,Preta,5147
Lourdes,2010,Preta,95
Louveira,2010,Preta,1566
Lucélia,2010,Preta,499
Lucianópolis,2010,Preta,65
Luís Antônio,2010,Preta,728
Luiziânia,2010,Preta,227
Lupércio,2010,Preta,234
Lutécia,2010,Preta,142
Macatuba,2010,Preta,731
Macaubal,2010,Preta,125
Macedônia,2010,Preta,81
Magda,2010,Preta,74
Mairinque,2010,Preta,1882
Mairiporã,2010,Preta,3634
Manduri,2010,Preta,254
Marabá Paulista,2010,Preta,253
Maracaí,2010,Preta,462
Marapoama,2010,Preta,57
Mariápolis,2010,Preta,98
Marília,2010,Preta,10071
Marinópolis,2010,Preta,102
Martinópolis,2010,Preta,882
Matão,2010,Preta,3960
Mauá,2010,Preta,26418
Mendonça,2010,Preta,74
Meridiano,2010,Preta,97
Mesópolis,2010,Preta,39
Miguelópolis,2010,Preta,1154
Mineiros do Tietê,2010,Preta,465
Miracatu,2010,Preta,840
Mira Estrela,2010,Preta,103
Mirandópolis,2010,Preta,985
Mirante do Paranapanema,2010,Preta,610
Mirassol,2010,Preta,2309
Mirassolândia,2010,Preta,145
Mococa,2010,Preta,2979
Mogi das Cruzes,2010,Preta,23453
Mogi Guaçu,2010,Preta,4591
Mogi Mirim,2010,Preta,3313
Mombuca,2010,Preta,160
Monções,2010,Preta,75
Mongaguá,2010,Preta,2922
Monte Alegre do Sul,2010,Preta,175
Monte Alto,2010,Preta,1424
Monte Aprazível,2010,Preta,680
Monte Azul Paulista,2010,Preta,617
Monte Castelo,2010,Preta,118
Monteiro Lobato,2010,Preta,124
Monte Mor,2010,Preta,3329
Morro Agudo,2010,Preta,2204
Morungaba,2010,Preta,335
Motuca,2010,Preta,244
Murutinga do Sul,2010,Preta,102
Nantes,2010,Preta,118
Narandiba,2010,Preta,257
Natividade da Serra,2010,Preta,67
Nazaré Paulista,2010,Preta,699
Neves Paulista,2010,Preta,274
Nhandeara,2010,Preta,447
Nipoã,2010,Preta,142
Nova Aliança,2010,Preta,137
Nova Campina,2010,Preta,145
Nova Canaã Paulista,2010,Preta,48
Nova Castilho,2010,Preta,32
Nova Europa,2010,Preta,631
Nova Granada,2010,Preta,807
Nova Guataporanga,2010,Preta,41
Nova Independência,2010,Preta,110
Novais,2010,Preta,301
Nova Luzitânia,2010,Preta,245
Nova Odessa,2010,Preta,1829
Novo Horizonte,2010,Preta,986
Nuporanga,2010,Preta,196
Ocauçu,2010,Preta,214
Óleo,2010,Preta,55
Olímpia,2010,Preta,2099
Onda Verde,2010,Preta,216
Oriente,2010,Preta,344
Orindiúva,2010,Preta,338
Orlândia,2010,Preta,2109
Osasco,2010,Preta,40888
Oscar Bressane,2010,Preta,103
Osvaldo Cruz,2010,Preta,1032
Ourinhos,2010,Preta,4421
Ouroeste,2010,Preta,225
Ouro Verde,2010,Preta,313
Pacaembu,2010,Preta,633
Palestina,2010,Preta,403
Palmares Paulista,2010,Preta,796
Palmeira d'Oeste,2010,Preta,336
Palmital,2010,Preta,455
Panorama,2010,Preta,391
Paraguaçu Paulista,2010,Preta,1851
Paraibuna,2010,Preta,486
Paraíso,2010,Preta,173
Paranapanema,2010,Preta,481
Paranapuã,2010,Preta,165
Parapuã,2010,Preta,408
Pardinho,2010,Preta,221
Pariquera-Açu,2010,Preta,666
Parisi,2010,Preta,100
Patrocínio Paulista,2010,Preta,1164
Paulicéia,2010,Preta,171
Paulínia,2010,Preta,4743
Paulistânia,2010,Preta,63
Paulo de Faria,2010,Preta,879
Pederneiras,2010,Preta,1893
Pedra Bela,2010,Preta,85
Pedranópolis,2010,Preta,44
Pedregulho,2010,Preta,864
Pedreira,2010,Preta,1228
Pedrinhas Paulista,2010,Preta,74
Pedro de Toledo,2010,Preta,382
Penápolis,2010,Preta,2047
Pereira Barreto,2010,Preta,1068
Pereiras,2010,Preta,153
Peruíbe,2010,Preta,3566
Piacatu,2010,Preta,214
Piedade,2010,Preta,949
Pilar do Sul,2010,Preta,498
Pindamonhangaba,2010,Preta,6946
Pindorama,2010,Preta,525
Pinhalzinho,2010,Preta,340
Piquerobi,2010,Preta,67
Piquete,2010,Preta,992
Piracaia,2010,Preta,645
Piracicaba,2010,Preta,22966
Piraju,2010,Preta,557
Pirajuí,2010,Preta,1052
Pirangi,2010,Preta,404
Pirapora do Bom Jesus,2010,Preta,979
Pirapozinho,2010,Preta,1244
Pirassununga,2010,Preta,3382
Piratininga,2010,Preta,392
Pitangueiras,2010,Preta,1760
Planalto,2010,Preta,182
Platina,2010,Preta,89
Poá,2010,Preta,7917
Poloni,2010,Preta,132
Pompéia,2010,Preta,786
Pongaí,2010,Preta,73
Pontal,2010,Preta,2063
Pontalinda,2010,Preta,291
Pontes Gestal,2010,Preta,77
Populina,2010,Preta,216
Porangaba,2010,Preta,211
Porto Feliz,2010,Preta,2437
Porto Ferreira,2010,Preta,2669
Potim,2010,Preta,1060
Potirendaba,2010,Preta,276
Pracinha,2010,Preta,208
Pradópolis,2010,Preta,873
Praia Grande,2010,Preta,15407
Pratânia,2010,Preta,144
Presidente Alves,2010,Preta,143
Presidente Bernardes,2010,Preta,480
Presidente Epitácio,2010,Preta,1869
Presidente Prudente,2010,Preta,9475
Presidente Venceslau,2010,Preta,1470
Promissão,2010,Preta,1390
Quadra,2010,Preta,143
Quatá,2010,Preta,416
Queiroz,2010,Preta,60
Queluz,2010,Preta,755
Quintana,2010,Preta,202
Rafard,2010,Preta,451
Rancharia,2010,Preta,1191
Redenção da Serra,2010,Preta,111
Regente Feijó,2010,Preta,676
Reginópolis,2010,Preta,324
Registro,2010,Preta,1755
Restinga,2010,Preta,326
Ribeira,2010,Preta,85
Ribeirão Bonito,2010,Preta,900
Ribeirão Branco,2010,Preta,226
Ribeirão Corrente,2010,Preta,313
Ribeirão do Sul,2010,Preta,91
Ribeirão dos Índios,2010,Preta,130
Ribeirão Grande,2010,Preta,72
Ribeirão Pires,2010,Preta,5881
Ribeirão Preto,2010,Preta,38483
Riversul,2010,Preta,100
Rifaina,2010,Preta,146
Rincão,2010,Preta,483
Rinópolis,2010,Preta,262
Rio Claro,2010,Preta,8582
Rio das Pedras,2010,Preta,1137
Rio Grande da Serra,2010,Preta,3600
Riolândia,2010,Preta,567
Rosana,2010,Preta,976
Roseira,2010,Preta,359
Rubiácea,2010,Preta,131
Rubinéia,2010,Preta,85
Sabino,2010,Preta,273
Sagres,2010,Preta,91
Sales,2010,Preta,107
Sales Oliveira,2010,Preta,393
Salesópolis,2010,Preta,279
Salmourão,2010,Preta,250
Saltinho,2010,Preta,91
Salto,2010,Preta,5414
Salto de Pirapora,2010,Preta,1338
Salto Grande,2010,Preta,287
Sandovalina,2010,Preta,241
Santa Adélia,2010,Preta,467
Santa Albertina,2010,Preta,223
Santa Bárbara d'Oeste,2010,Preta,6652
Santa Branca,2010,Preta,554
Santa Clara d'Oeste,2010,Preta,59
Santa Cruz da Conceição,2010,Preta,70
Santa Cruz da Esperança,2010,Preta,72
Santa Cruz das Palmeiras,2010,Preta,1518
Santa Cruz do Rio Pardo,2010,Preta,1386
Santa Ernestina,2010,Preta,276
Santa Fé do Sul,2010,Preta,631
Santa Gertrudes,2010,Preta,903
Santa Isabel,2010,Preta,1958
Santa Lúcia,2010,Preta,478
Santa Maria da Serra,2010,Preta,132
Santa Mercedes,2010,Preta,132
Santana da Ponte Pensa,2010,Preta,17
Santana de Parnaíba,2010,Preta,5274
Santa Rita d'Oeste,2010,Preta,73
Santa Rita do Passa Quatro,2010,Preta,1410
Santa Rosa de Viterbo,2010,Preta,1392
Santa Salete,2010,Preta,13
Santo Anastácio,2010,Preta,1017
Santo André,2010,Preta,27932
Santo Antônio da Alegria,2010,Preta,248
Santo Antônio de Posse,2010,Preta,789
Santo Antônio do Aracanguá,2010,Preta,395
Santo Antônio do Jardim,2010,Preta,221
Santo Antônio do Pinhal,2010,Preta,86
Santo Expedito,2010,Preta,87
Santópolis do Aguapeí,2010,Preta,192
Santos,2010,Preta,19885
São Bento do Sapucaí,2010,Preta,252
São Bernardo do Campo,2010,Preta,37920
São Caetano do Sul,2010,Preta,3348
São Carlos,2010,Preta,11678
São Francisco,2010,Preta,91
São João da Boa Vista,2010,Preta,4093
São João das Duas Pontes,2010,Preta,85
São João de Iracema,2010,Preta,80
São João do Pau d'Alho,2010,Preta,42
São Joaquim da Barra,2010,Preta,3752
São José da Bela Vista,2010,Preta,512
São José do Barreiro,2010,Preta,234
São José do Rio Pardo,2010,Preta,2695
São José do Rio Preto,2010,Preta,14992
São José dos Campos,2010,Preta,28220
São Lourenço da Serra,2010,Preta,567
São Luiz do Paraitinga,2010,Preta,171
São Manuel,2010,Preta,1730
São Miguel Arcanjo,2010,Preta,519
São Paulo,2010,Preta,736083
São Pedro,2010,Preta,885
São Pedro do Turvo,2010,Preta,195
São Roque,2010,Preta,3702
São Sebastião,2010,Preta,4760
São Sebastião da Grama,2010,Preta,642
São Simão,2010,Preta,974
São Vicente,2010,Preta,23619
Sarapuí,2010,Preta,305
Sarutaiá,2010,Preta,84
Sebastianópolis do Sul,2010,Preta,56
Serra Azul,2010,Preta,831
Serrana,2010,Preta,2558
Serra Negra,2010,Preta,791
Sertãozinho,2010,Preta,6702
Sete Barras,2010,Preta,511
Severínia,2010,Preta,733
Silveiras,2010,Preta,314
Socorro,2010,Preta,776
Sorocaba,2010,Preta,23844
Sud Mennucci,2010,Preta,211
Sumaré,2010,Preta,13053
Suzano,2010,Preta,18006
Suzanápolis,2010,Preta,111
Tabapuã,2010,Preta,284
Tabatinga,2010,Preta,534
Taboão da Serra,2010,Preta,22587
Taciba,2010,Preta,230
Taguaí,2010,Preta,107
Taiaçu,2010,Preta,201
Taiúva,2010,Preta,150
Tambaú,2010,Preta,1091
Tanabi,2010,Preta,759
Tapiraí,2010,Preta,386
Tapiratiba,2010,Preta,714
Taquaral,2010,Preta,125
Taquaritinga,2010,Preta,2444
Taquarituba,2010,Preta,357
Taquarivaí,2010,Preta,31
Tarabai,2010,Preta,394
Tarumã,2010,Preta,396
Tatuí,2010,Preta,2821
Taubaté,2010,Preta,9579
Tejupá,2010,Preta,109
Teodoro Sampaio,2010,Preta,1039
Terra Roxa,2010,Preta,440
Tietê,2010,Preta,1890
Timburi,2010,Preta,55
Torre de Pedra,2010,Preta,9
Torrinha,2010,Preta,152
Trabiju,2010,Preta,77
Tremembé,2010,Preta,1617
Três Fronteiras,2010,Preta,191
Tuiuti,2010,Preta,196
Tupã,2010,Preta,2186
Tupi Paulista,2010,Preta,295
Turiúba,2010,Preta,87
Turmalina,2010,Preta,43
Ubarana,2010,Preta,250
Ubatuba,2010,Preta,4612
Ubirajara,2010,Preta,141
Uchoa,2010,Preta,396
União Paulista,2010,Preta,83
Urânia,2010,Preta,126
Uru,2010,Preta,30
Urupês,2010,Preta,240
Valentim Gentil,2010,Preta,277
Valinhos,2010,Preta,2676
Valparaíso,2010,Preta,1374
Vargem,2010,Preta,184
Vargem Grande do Sul,2010,Preta,1753
Vargem Grande Paulista,2010,Preta,1899
Várzea Paulista,2010,Preta,5580
Vera Cruz,2010,Preta,533
Vinhedo,2010,Preta,2480
Viradouro,2010,Preta,638
Vista Alegre do Alto,2010,Preta,259
Vitória Brasil,2010,Preta,57
Votorantim,2010,Preta,3710
Votuporanga,2010,Preta,2336
Zacarias,2010,Preta,74
Chavantes,2010,Preta,543
Estiva Gerbi,2010,Preta,302
Adamantina,2022,Preta,1337
Adolfo,2022,Preta,187
Aguaí,2022,Preta,2085
Águas da Prata,2022,Preta,317
Águas de Lindóia,2022,Preta,636
Águas de Santa Bárbara,2022,Preta,363
Águas de São Pedro,2022,Preta,91
Agudos,2022,Preta,2422
Alambari,2022,Preta,235
Alfredo Marcondes,2022,Preta,234
Altair,2022,Preta,278
Altinópolis,2022,Preta,1041
Alto Alegre,2022,Preta,155
Alumínio,2022,Preta,1334
Álvares Florence,2022,Preta,187
Álvares Machado,2022,Preta,1856
Álvaro de Carvalho,2022,Preta,488
Alvinlândia,2022,Preta,237
Americana,2022,Preta,10855
Américo Brasiliense,2022,Preta,2836
Américo de Campos,2022,Preta,267
Amparo,2022,Preta,3208
Analândia,2022,Preta,276
Andradina,2022,Preta,3672
Angatuba,2022,Preta,781
Anhembi,2022,Preta,299
Anhumas,2022,Preta,166
Aparecida,2022,Preta,2007
Aparecida d'Oeste,2022,Preta,185
Apiaí,2022,Preta,1276
Araçariguama,2022,Preta,1834
Araçatuba,2022,Preta,13235
Araçoiaba da Serra,2022,Preta,1325
Aramina,2022,Preta,516
Arandu,2022,Preta,482
Arapeí,2022,Preta,284
Araraquara,2022,Preta,19158
Araras,2022,Preta,8394
Arco-Íris,2022,Preta,56
Arealva,2022,Preta,360
Areias,2022,Preta,260
Areiópolis,2022,Preta,658
Ariranha,2022,Preta,289
Artur Nogueira,2022,Preta,2818
Arujá,2022,Preta,7203
Aspásia,2022,Preta,93
Assis,2022,Preta,4362
Atibaia,2022,Preta,9018
Auriflama,2022,Preta,526
Avaí,2022,Preta,194
Avanhandava,2022,Preta,748
Avaré,2022,Preta,4657
Bady Bassitt,2022,Preta,1431
Balbinos,2022,Preta,381
Bálsamo,2022,Preta,419
Bananal,2022,Preta,1034
Barão de Antonina,2022,Preta,75
Barbosa,2022,Preta,462
Bariri,2022,Preta,1622
Barra Bonita,2022,Preta,1731
Barra do Chapéu,2022,Preta,287
Barra do Turvo,2022,Preta,514
Barretos,2022,Preta,11187
Barrinha,2022,Preta,3544
Barueri,2022,Preta,26018
Bastos,2022,Preta,744
Batatais,2022,Preta,3619
Bauru,2022,Preta,26645
Bebedouro,2022,Preta,4899
Bento de Abreu,2022,Preta,214
Bernardino de Campos,2022,Preta,476
Bertioga,2022,Preta,6178
Bilac,2022,Preta,345
Birigui,2022,Preta,5663
Biritiba Mirim,2022,Preta,1804
Boa Esperança do Sul,2022,Preta,774
Bocaina,2022,Preta,435
Bofete,2022,Preta,555
Boituva,2022,Preta,3351
Bom Jesus dos Perdões,2022,Preta,1312
Bom Sucesso de Itararé,2022,Preta,207
Borá,2022,Preta,50
Boracéia,2022,Preta,289
Borborema,2022,Preta,553
Borebi,2022,Preta,143
Botucatu,2022,Preta,7954
Bragança Paulista,2022,Preta,8555
Braúna,2022,Preta,299
Brejo Alegre,2022,Preta,170
Brodowski,2022,Preta,1283
Brotas,2022,Preta,1210
Buri,2022,Preta,722
Buritama,2022,Preta,835
Buritizal,2022,Preta,199
Cabrália Paulista,2022,Preta,176
Cabreúva,2022,Preta,3216
Caçapava,2022,Preta,5629
Cachoeira Paulista,2022,Preta,2145
Caconde,2022,Preta,802
Cafelândia,2022,Preta,1012
Caiabu,2022,Preta,164
Caieiras,2022,Preta,9066
Caiuá,2022,Preta,412
Cajamar,2022,Preta,8053
Cajati,2022,Preta,1289
Cajobi,2022,Preta,438
Cajuru,2022,Preta,1099
Campina do Monte Alegre,2022,Preta,169
Campinas,2022,Preta,104770
Campo Limpo Paulista,2022,Preta,6082
Campos do Jordão,2022,Preta,1559
Campos Novos Paulista,2022,Preta,188
Cananéia,2022,Preta,760
Canas,2022,Preta,286
Cândido Mota,2022,Preta,1066
Cândido Rodrigues,2022,Preta,101
Canitar,2022,Preta,491
Capão Bonito,2022,Preta,1309
Capela do Alto,2022,Preta,705
Capivari,2022,Preta,4637
Caraguatatuba,2022,Preta,9775
Carapicuíba,2022,Preta,42943
Cardoso,2022,Preta,750
Casa Branca,2022,Preta,1945
Cássia dos Coqueiros,2022,Preta,162
Castilho,2022,Preta,1309
Catanduva,2022,Preta,6769
Catiguá,2022,Preta,261
Cedral,2022,Preta,725
Cerqueira César,2022,Preta,887
Cerquilho,2022,Preta,1728
Cesário Lange,2022,Preta,610
Charqueada,2022,Preta,767
Clementina,2022,Preta,452
Colina,2022,Preta,1091
Colômbia,2022,Preta,725
Conchal,2022,Preta,1769
Conchas,2022,Preta,580
Cordeirópolis,2022,Preta,1750
Coroados,2022,Preta,310
Coronel Macedo,2022,Preta,165
Corumbataí,2022,Preta,201
Cosmópolis,2022,Preta,5195
Cosmorama,2022,Preta,535
Cotia,2022,Preta,24896
Cravinhos,2022,Preta,2013
Cristais Paulista,2022,Preta,726
Cruzália,2022,Preta,45
Cruzeiro,2022,Preta,5159
Cubatão,2022,Preta,12394
Cunha,2022,Preta,664
Descalvado,2022,Preta,1433
Diadema,2022,Preta,42413
Dirce Reis,2022,Preta,47
Divinolândia,2022,Preta,315
Dobrada,2022,Preta,623
Dois Córregos,2022,Preta,1242
Dolcinópolis,2022,Preta,120
Dourado,2022,Preta,391
Dracena,2022,Preta,1798
Duartina,2022,Preta,708
Dumont,2022,Preta,597
Echaporã,2022,Preta,289
Eldorado,2022,Preta,1705
Elias Fausto,2022,Preta,865
Elisiário,2022,Preta,116
Embaúba,2022,Preta,95
Embu das Artes,2022,Preta,33681
Embu-Guaçu,2022,Preta,5852
Emilianópolis,2022,Preta,153
Engenheiro Coelho,2022,Preta,1426
Espírito Santo do Pinhal,2022,Preta,2025
Espírito Santo do Turvo,2022,Preta,210
Estrela d'Oeste,2022,Preta,442
Estrela do Norte,2022,Preta,119
Euclides da Cunha Paulista,2022,Preta,613
Fartura,2022,Preta,489
Fernandópolis,2022,Preta,3197
Fernando Prestes,2022,Preta,241
Fernão,2022,Preta,54
Ferraz de Vasconcelos,2022,Preta,21411
Flora Rica,2022,Preta,67
Floreal,2022,Preta,102
Flórida Paulista,2022,Preta,716
Florínea,2022,Preta,249
Franca,2022,Preta,26353
Francisco Morato,2022,Preta,21695
Franco da Rocha,2022,Preta,15996
Gabriel Monteiro,2022,Preta,112
Gália,2022,Preta,396
Garça,2022,Preta,2838
Gastão Vidigal,2022,Preta,204
Gavião Peixoto,2022,Preta,317
General Salgado,2022,Preta,527
Getulina,2022,Preta,799
Glicério,2022,Preta,242
Guaiçara,2022,Preta,765
Guaimbê,2022,Preta,354
Guaíra,2022,Preta,2935
Guapiaçu,2022,Preta,1282
Guapiara,2022,Preta,395
Guará,2022,Preta,2228
Guaraçaí,2022,Preta,346
Guaraci,2022,Preta,837
Guarani d'Oeste,2022,Preta,126
Guarantã,2022,Preta,343
Guararapes,2022,Preta,1733
Guararema,2022,Preta,1979
Guaratinguetá,2022,Preta,6925
Guareí,2022,Preta,610
Guariba,2022,Preta,3513
Guarujá,2022,Preta,27414
Guarulhos,2022,Preta,123048
Guatapará,2022,Preta,524
Guzolândia,2022,Preta,329
Herculândia,2022,Preta,440
Holambra,2022,Preta,581
Hortolândia,2022,Preta,22507
